,Title,Shop_Name,Is_Ad,Star_Rating,Num_Reviews,Price,Is_Bestseller,Num_Sales,Num_Basket,Description,Days_to_Arrival,Cost_Delivery,Returns_Accepted,Dispatched_From,Num_Images,Category
64,Funny Husband Birthday Card | Happy Birthday From the one who endures your farts and still loves you anyway,10,0,5,"6,849",3.25,1,"45,716",0,Its a real testament to the strength of your love that you can survive the trumping. Prove it with this funny Birthday Card.  ------ BETTIE CONFETTI CARDS  Our cards are made using only the best quality board. This Funny Birthday Card is printed on luxury 350gsm Kraft board with this unique design.,5.0,0.0,1,United Kingdom,2,birthday card
65,Personalised Silver Penguin Couple with Red Love Heart Papercut Card for Wedding- Anniversary- Valentines- Wedding Invitation- I Love You...,45,1,5,294,5.95,1,"1,803",10,Everyone loves a Penguin and this cute couple are in love! Available in five gorgeous styles:- ❤️ White Card with Shiny Silver Penguins. ❤️ Red Card with Shiny Silver Penguins. ❤️ White Card with Shiny Gold Penguins. ❤️ Cream Card with Shiny Gold Penguins. ❤️ Christmas Penguins. HOW MY CARDS ARE,5.0,1.0,1,United Kingdom,9,valentines card
66,"Handmade Threaded Red Heart Greeting Card - Beautiful Valentines Day Card, Cards for her",32,1,5,275,4.25,1,"1,853",1,"Show your love with a big handmade red threaded heart greeting card, which could be framed after gifting.  Perfect for a loving friend, Girlfriend/boyfriend or wife/husband, especially a crafty sew-er or someone that loves the handmade touch.  This card has been hand-stitched into the shape of a",9.0,1.6,1,United Kingdom,4,valentines card
67,Whale Enamel Pin Card - Pin Card,80,1,5,"10,556",3.82,1,"70,238",17,"This loveable whale enamel pin greeting card would make a great card for a loved on to celebrate Valentines Day, an anniversary or just to say you love them! The greeting card features a beautiful gold enamel pin in the shape of a whale.  Each enamel pin card is packaged in a protective envelope to",,0.95,1,United Kingdom,1,valentines card
68,Handmade Art Deco card,58,1,5,5,5.00,1,66,4,"Beautiful Handmade Art Deco card measuring 8x8 inches. The inside will be left blank for you to add your own message, sent with envelope.",,1.0,1,United Kingdom,1,valentines card
69,"Personalised handmade Anniversary card with red heart pattern and your names on the inside, perfect for anniversary or valentines day",103,1,5,61,5.50,1,509,0,"The personalised luxury handmade red heart card is the perfect greeting card for Valentine’s Day, Anniversary or any occasion to spread Love to your husband, wife, partner, girlfriend or boyfriend. Personalise the card with your names, just include the names on the fields provided.  + Size: Folded:",3.0,0.0,1,United Kingdom,4,valentines card
70,"Ducks In Love Greetings Card, Ducks Valentine's Card, Valentines Card, Duck Anniversary Card, Wedding Card, Cute Valentines",4,0,5,284,2.50,1,"2,005",16,Wish your duck or animal loving significant other a happy Valentines Day with this cute funny duck card.  Hand drawn picture of two cute cuddling ducks scanned and professionally printed on high quality 300gsm Trucard  Perfect greetings card for Valentines or to send your love to a significant other,,1.2,1,United Kingdom,3,valentines card
71,I Just Really Love You Card - Anniversary Card - Valentines Card - CC68,80,0,5,"10,556",2.12,1,"70,238",3,This simple and bold hand lettered romantic card is perfect for Valentines Day with the message I just really really love you.  Each card is packaged in a protective envelope to ensure your card arrives in perfect condition. Please note that props are not included.  Size: A6 (105 x 148.5mm)  Thanks,,0.95,1,United Kingdom,1,valentines card
72,"Husband Anniversary, Carl & Ellie Anniversary Card, Beautiful Words, Anniversary Cards, I Love You, Valentines Card",134,0,5,617,2.99,1,"4,527",6,"Really Cute and Romantic Card Great for Valentines or Anniversary.  Printed on a quality white 300gsm card, 150mm x 150mm in size, supplied with a white envelope and cello bag. Card is left blank inside for your own personalised message.  Due to layout, no other messages will be added to the card.",3.0,0.0,0,United Kingdom,1,valentines card
73,"Funny anniversary card, cards for husband, card for boyfriend, cards for him, card for him, funny valentines card, valentines day card wife",15,0,5,"1,973",3.95,1,"17,019",20,***ALL CARDS ARE POSTED VIA ROYAL MAIL. DUE TO CURRENT ROYAL MAIL DELAYS WE ASK YOU ALLOW UP TO SEVEN WORKING DAYS FOR DELIVERY FROM THE DATE YOU ORDER***  PRINTED MESSAGE? If youve opted for us to print your message please type the message in the note to shop section when you view your cart before,3.0,0.0,1,United Kingdom,3,valentines card
74,"Cact-us. Funny Cute Anniversary Card, Valentine's Card, Birthday Card, One I Love Card",74,0,5,"1,364",2.75,1,"11,001",20,Send pots of love with this funny and sweet little cactus card. It measures 120mm x 170mm and is supplied with a bright yellow envelope. Designed and printed in the UK using high quality card from responsible sources. Blank inside for your own message.  - Funny greeting card - Designed and printed,4.0,0.0,1,United Kingdom,1,valentines card
75,Valentines card.funny valentines card.valentines card handmade.rude valentine.valentines card for him.naked.bum.girlfriend.boyfriend.wife,105,0,5,"4,826",2.99,1,"4,228",9,"○ A unique & thoughtful card designed for Anniversaries, Valentines Day & Christmas  ○ This quirky, extended card adds that little something extra to your message  ○ Cute card to make your partner smile  ○ Illustration created by Fox Red Design Studio  ○ Left blank inside for your own personal",3.0,0.0,1,United Kingdom,6,valentines card
76,Dachshund Card / Unique Anniversary Card / ' I love you this much' / A6 3-fold  / E_RC_013,37,0,5,447,4.00,1,"31,736",0,"Makers of greetings cards. Designed and made in the UK. Sold online. Funny, rude, cute, romantic and full of puns, we have cards for all occasions! We are planet friendly and plastic free - we use paper from sustainable sources and each greeting card comes with a recycled envelope. All cards are",5.0,0.0,1,United Kingdom,1,valentines card
77,Personalised Otter Valentines/Love/Anniversary Card,52,0,5,428,3.49,1,"2,005",10,Wish your bear loving significant other a happy Valentines Day with this cute illustration of cuddling bears.  Hand drawn picture of two cuddling bears scanned and professionally printed on high quality 300gsm Trucard. Perfect greetings card for Valentines or to send your love to a significant other,,1.2,1,United Kingdom,2,valentines card
78,"Bear Anniversary card,Bears Valentines Card, Cute Bears, Cute Bears Valentines card, Cute Bears Anniversary Card, Wedding Card",4,0,5,284,2.50,1,"4,765",0,"A great card for olive lovers! Lovingly screen printed by hand, this cute card has been left blank inside to add your own message. Size: 125mm x 125mm square Blank inside Paired with a dovetail grey envelope Printed on a lovely tactile white 300gsm recycled card stock using water-based, toxic free",3.0,0.76,1,United Kingdom,2,valentines card
79,"Olive You Card, Love Card, Anniversary Card, Funny Anniversary Card, Birthday Card, Olive Card, Valentines Card, Punny Food Card",99,0,5,934,2.85,1,"2,863",0,Hand drawn valentines/Love/anniversary card reading “I’m otterly in love with you” and names of the couple along the tail - example shows “Sam” and “James”  - 5” x 7” cards available in cream or white with the option to be printed on 240gsm textured card or 250gsm smooth card - All cards come with,5.0,0.0,1,United Kingdom,1,valentines card
80,"I LOVE YOU Greeting Card - Constellations Card, Stars Greeting Card, Valentines Day Card, Love Greeting Card, Night Sky",133,0,5,297,2.75,1,"4,765",10,"A lovely nod to Phoebe in Friends and for all of you who have found your lobster in life. Lovingly screen printed by hand, this cute card has been left blank inside to add your own message. Size: 125mm x 125mm square Blank inside Paired with a dovetail grey envelope Printed on a lovely tactile white",3.0,0.76,1,United Kingdom,2,valentines card
81,You make miso happy.valentines card.pun valentines card.boyfriend.funny.handmade.Veggie card.miso card.funny foodie card.valentine pun card,105,0,5,"4,826",2.99,1,"1,665",15,"Valentines Day Card - I Love You Constellations Greeting Card, perfect for a unique Birthday, Anniversary, Valentines Day Card, or just because.  Lovingly designed with intricate collage detail and vibrant colours by Lianne Harrison for Paperwhale Cards (www.paperwhale.co.uk)  Size: 14.5 x 14.5cm",2.0,0.85,1,United Kingdom,1,valentines card
82,"Lobster Card, Friends TV Lobster Card, You're My Lobster Card, Love Card, Anniversary Card, Wedding Card, Valentines Card",99,0,5,934,2.85,1,"13,798",7,"Im Yours No Refunds Funny Valentines Card | Card for Him | Card for Her | Alternative Valentines Card | Valentines Day Card, Boyfriend  Back by popular demand!  Tell your better half how your really feel on Valentines Day with card stating Im Yours, No Refunds!. Hand designed, inspired by real",,0.85,1,United Kingdom,5,valentines card
83,Day & Night Hugging cats card Anniversary card Cat love Card for wife girlfriend Cat valentines card Cat lady card I love you card Cute,41,0,5,"4,455",3.50,1,"31,736",14,"Makers of greetings cards. Designed and made in the UK. Sold online. Funny, rude, cute, romantic and full of puns, we have cards for all occasions! We are planet friendly and plastic free - we use paper from sustainable sources and each greeting card comes with a recycled envelope. All cards are",5.0,0.0,1,United Kingdom,1,valentines card
84,"I'm Yours No Refunds Funny Valentines Card | Card for Him | Card for Her | Alternative Valentines Card | Valentines Day Card, Boyfriend",65,0,5,"2,904",3.00,1,"23,750",12,"I love you to the moon and back... This super cute card is perfect for birthdays, anniversaries, or just because! The card is 148x148mm square, professionally printed with vivid inks on beautifully textured white card. It is accompanied by a pink envelope and carefully sealed in a cello bag. This",10.0,1.5,1,United Kingdom,6,valentines card
85,I love you to the moon card | cute card,8,1,5,8,2.95,1,56,20,"Show someone you care with this I love you to the moon greeting card. Perfect for sending on a special occasion like an anniversary, wedding, birthday... or just because its nice to tell someone special how you feel.  ★ Blank inside so you can add your own message  ★ Standard A6 greeting card with",3.0,0.8,0,United Kingdom,5,valentines card
86,"PRINTABLE Valentine for Kids, Train Classroom Valentine, Valentines Day Card for School, I choo-choo like you!",136,1,5,"1,648",5.64,1,"14,064",0,"Each card at Chau Art has been elaborately hand designed and cut by hand before being laser cut on high quality 300 gsm paper. The card features a combining technique of our trademark laser cutting with gold foil printing that forms a luxury and contemporary aesthetics, perfect to express your",2.0,0.99,1,United Kingdom,1,valentines card
87,"Fox lover card, Cute Valentines card, Valentines day card, Romantic Valentines card, Valentines card for her, Card for him, Anniversary card",14,1,5,"2,366",3.99,1,"10,317",0,Your kids will love handing out these personalized valentines to their friends on Valentines Day! This listing is for a digital product only - no physical product will be shipped. You will receive a PDF containing (4) valentine cards per page. You must have a PDF reader in order to open the files.,,,0,,2,valentines card
88,On Your Wedding Day - Laser cut greeting Card,112,1,5,"1,692",4.24,1,"36,307",0,"Inside: Blank  Includes color coordinated envelope and comes in a protective plastic sleeve. 4.25 x 5.5.  Professionally printed using vegetable/soy-based ink in Los Angeles.  All artwork, titles and descriptions within these pages ©2019 The Mincing Mockingbird™.  4007vic",,13.52,1,United States,1,valentines card
89,Victorian Couple Sexy Valentine Card,70,1,5,"13,708",3.14,1,"14,612",2,"Laser-cut greeting card, made with one piece of card and no glue. Intricate detail to each design Made in the UK and provided with an envelope. POSTAGE: UK - From 5 Sept 2020 all orders will be sent Royal Mail Tracked 48 as standard. Upgrades for First Class and Special Delivery available - (all",4.0,2.95,1,United Kingdom,1,valentines card
90,Remember When You Held In Your Farts - Funny Valentines Card - Boyfriend - Husband - Wife - Girlfriend,27,0,5,607,3.25,1,"7,138",3,This awesome Remember when you held in your Farts Valentines card is a great card for your smelly other half.  This EllieBeanPrints Greetings card is available in 2 sizes; (A6) 105mm x 148mm - 4-1/8 x 5-7/8 inches - 300gsm High Quality Matt Finish (A5) 148mm x 210mm - 5-7/8 x 8-1/4 inches - 300gsm,4.0,0.0,0,United Kingdom,1,valentines card
91,"Funny Valentines Card, Favourite Weirdo, Internet Dating, Love Card, Tinder Card, Anniversary Card, Illustrated Card, Fancy You, Playful",79,0,5,738,2.95,1,"4,816",10,"(Funny Valentines Card, Favourite Weirdo, Internet Dating, Love Card, Tinder Card, Anniversary Card, Illustrated Card)   Hand designed and printed here at Oh! Darling Paper Co, this is a lovely card to send to someone special. It is printed with a blank inside making it suitable for birthdays,",4.0,0.0,1,United Kingdom,1,valentines card
92,You're a Stunner Valentines Card | Love Card | Valentines Day Card,38,0,5,"2,563",2.75,1,"19,616",6,Let someone know they’re absolutely stunning!  Send this card directly to the recipient by choosing the ‘Handwritten Message’ option before adding to cart. Please put your message in the notes when purchasing your card.  RELATED ITEMS Check out our wrestling phone case - https://etsy.me/2Qvolwr,3.0,0.7,1,United Kingdom,1,valentines card
93,South Park - Funny Valentines Card - Birthday Card - Anniversary Card - Jimmy Valmer,110,0,5,155,3.49,1,"1,341",0,Spread love this Valentines Day with J.. Jimmy Valmer.  Fresh out of South Park comes this very funny Jimmy Valmer Valentines Card. Also ideal as a Birthday or Anniversary Card.  Perfect for any lovers of South Park and Jimmy!  ________________________________________________________________  Cards,3.0,1.0,0,United Kingdom,1,valentines card
94,Soot Sprite - Valentine’s Day Card - A6 - Greeting Card - <3 - Valentines Card - Spouse - Sending Love - Illustrated Card - Studio Ghibli,86,0,5,63,3.50,1,"17,883",4,"Our cards are guaranteed to get you some laughs! Theyre super thoughtful & what every person wants to receive (sometimes)  Select from either folded A6, A5 or our MASSIVE A4 Card!. 350gsm glossy card Includes coloured envelope Cellophane bag packed  To see our full range go to www.bantercards.com &",5.0,1.3,1,United Kingdom,1,valentines card
95,"You Make My Flaps Happy! - PC 01 FB,funny cards,banter cards,funny valentine,valentines,flaps happy,vagina cards,husband,boyfriend,wife",5,0,5,"2,332",2.90,1,"4,012",4,VALENTINES DAY CARD ORDERING DEADLINES:  • UK CUSTOMERS – ON OR BEFORE MONDAY 10th FEBRUARY • OVERSEAS CUSTOMERS – ON OR BEFORE MONDAY 3rd FEBRUARY  Any orders placed after these dates may reach you in time but cannot be guaranteed. Orders beyond these deadlines will therefore be at your own risk. ,3.0,0.95,1,United Kingdom,8,valentines card
96,"Steal The Bed Covers Anniversary Card, Funny Anniversary Card, Cute Anniversary Card, Anniversary Card for Boyfriend/Girlfriend, Valentines",43,0,5,483,2.99,1,325,20,"This listing is for one A6 Valentine’s, Anniversary or Birthday Card, featuring one loved up soot sprite! Comes with a Brown or Red Envelope and protected inside recyclable paper bags. <3 (*comes in cello bag if shipping international*)  Taken from my Original Gouache Illustration and made into a",,0.0,0,United Kingdom,2,valentines card
97,"I Choo Choo Choose You Funny Valentines Day Card For Him For Her | Cute Valentines Card | Anniversary Card | For Boyfriend, For Girlfriend",51,0,5,572,3.90,1,"1,695",4,"The perfect funny rude card to send to a boyfriend, husband, fiance or friend with benefits (who have a sense of humour) on Valentines Day, special anniversary or birthday. At Naughty Corner Designs we love to create cards that are slightly risqué, that stand out from all other occasion cards and",2.0,0.0,0,United Kingdom,9,valentines card
98,anniversary card -  valentines card - love -romantic - wedding - ruby wedding-girlfriend- wife-boyfriend- husband- love you,116,0,5,263,2.95,1,"4,760",0,"COVID 19 UPDATE - PLEASE READ BEFORE PURCHASING  We are open as normal and dispatching your orders as quickly as possible. However, due to the ongoing situation with Covid-19, the postal service is experiencing major delays affecting delivery times. Therefore, when purchasing cards and gifts please",5.0,0.0,1,United Kingdom,2,valentines card
99,Funny rude valentines card for him sexy card for husband funny sexy Valentines Card sex anniversary card rude oral sex humour card NC71,75,0,5,177,3.50,1,"36,940",11,"Details Funny Anniversary Card for him husband boyfriend designed exclusively by For Cards Sake  Reads Your farts fucking stink but i still love you  Inside of card: Blank  -Size 7x5 -Original design -Printed on white, 400gsm cardstock -Professionally printed, cut and scored -Includes vintage style",3.0,0.0,1,United Kingdom,1,valentines card
100,Day & Night Hugging cats card Anniversary card Cat love Card for wife girlfriend Cat valentines card Cat lady card I love you card Cute,41,0,5,"4,455",3.50,1,"1,671",1,"Hand drawn romantic card with stickman couple on swing and heart detail. A lovely card for that someone special in your life for anniversary, wedding,Valentines day or just to say love you. Wording can be changed just message me to discuss your requirements. Each card is 6x 6 inches and comes",,0.0,0,United Kingdom,1,valentines card
101,"Valentines card until we say I do, Cute valentines card for fiancee or fiance wedding countdown",115,0,5,"1,081",2.75,1,"14,072",0,• All cards are printed on 300gsm smooth white card • Cards measure 14.8cm x 14.8cm (approx. 6 inches x 6 inches) • Cards come complete with a kraft brown envelope • All cards are sent blank unless you have selected to add a typed message inside. Messages can be left at checkout. • Some cards,2.0,0.75,1,United Kingdom,1,valentines card
102,"Personalised Burger & Fries Made for Each Other Card, Love Card, Anniversary Card, Valentine's Card, Husband Card, Wife Card, Boyfriend Card",64,0,5,"5,650",2.20,1,"23,751",0,"I love you to the moon and back... This super cute card is perfect for birthdays, anniversaries, or just because! The card is 148x148mm square, professionally printed with vivid inks on beautifully textured white card. It is accompanied by a pink envelope and carefully sealed in a cello bag. This",10.0,1.5,1,United Kingdom,6,valentines card
103,Funny Fart On Me In Bed Card - Funny I Love You Card - Funny Husband Card - Funny Boyfriend Card - Anniversary Card - Valentines Card #106,54,0,5,"3,786",2.95,1,"42,081",0,Personalised anniversary/love card featuring the phrase Made for Each Other.  Cute burger and fries card to tell your other half how much you love them.  Dispatched between 2-3 working days. This cute card is approx. 148mm x 148mm in size and comes with a matching recycled paper envelope.  Blank on,,1.25,1,United Kingdom,2,valentines card
104,"Funny Drake Card, Anniversary Card For Him, Anniversary Card For Her, Happy Anniversary, Relationship Card, Valentines Card - #040",54,0,5,"3,786",2.95,1,"38,638",6,"We will be closed from the 16th of December 2020 until the 5th of January 2021. Any orders placed after the 16th of December will not be dispatched until we return on the 5th of January.  Thank you for your continued support throughout 2020, we wouldnt be here without you! ",5.0,0.0,1,United Kingdom,7,valentines card
105,24 Baseball Valentine Cards with Envelopes,111,1,5,169,14.10,1,827,0,"Your kids will certainly grab the attention of their classmates with these adorable, custom valentines day cards.  Each card measures 3 x 3 and comes with a plain envelope measuring 3.1/8 x 3.1/8. If you prefer to have us print and cut them for you, youll receive the quantity you selected, which",,10.8,1,United States,1,valentines card
106,Lobster card,125,1,5,4,2.50,1,24,3,"Illustrated lobster greeting card  Details:  • Illustration image of lobster, reads youre my lobster on kraft brown card • unique card made exclusively @ designsbyLOB •  ▪︎Original design ▪︎Digitally illustrated by artist ▪︎Inside of card: blank ▪︎Printed in black ink onto 100% recycled, 300gsm, A6",3.0,1.0,1,United Kingdom,3,valentines card
107,Stitched Valentine's Card,0,0,,,,1,"1,421",0,Happy Valentines Day! This card is so cute and the beauty of it is that you can do a little DIY to it! Feel free to take some sting and follow the printed stitches with real ones to get that extra POP,,,0,,1,valentines card
108,Yoda Best Husband Star Wars Birthday Card Christmas Card Anniversary Valentines Mandalorian Love Family Greeting Funny Humour Gift for Him,0,0,,,,1,515,20,"Yoda Best Husband Star Wars Birthday Card Christmas Anniversary Valentines Mandalorian Love Family Bday Greeting Comedy Funny Humour  6x6 inches white premium matte card Choice of white, brown kraft, green or red envelope Left blank inside for your own personalised message  We try our best get all",3.0,1.0,1,United Kingdom,5,valentines card
109,Valentines Day - Printable Fortune Cookie Valentine - Classroom Valentines - Non Candy,0,0,,,,1,219,6,"Check out our assortment of Hand Crafted Pop-Up Greeting Cards for a variety of life events, from Weddings to Birthdays and Christmas to Valentines day, these creative and unique greeting cards will make your thoughts and feelings go as far as you wish. Youll love the handmade characteristics each",,11.59,0,United States,5,valentines card
110,Something Amazing - Funny Valentines Card - Cute Best Friend Boyfriend Girlfriend Joke Humour Meme Post Box Man Love Gift Present Partner,108,0,5,"1,443",2.99,1,"17,002",4,💖 Valentines Day Shipping Deadlines 💖 PLEASE DO NOT ORDER IF YOU LIVE OUTSIDE OF THE UK Last date for International Orders was the 27th Jan UK last orders - Monday 10th February  Orders placed after these dates can not be guaranteed they will arrive in time. Please do not go by the estimated,3.0,0.0,0,United Kingdom,1,valentines card
111,"Funny Relationship Card, Boyfriend Card, Fart Card, Husband Card, Girlfriend Card, Wife Card, Anniversary Card, Valentines Card - #020",54,0,5,"3,786",2.95,1,"38,638",0,"We will be closed from the 16th of December 2020 until the 5th of January 2021. Any orders placed after the 16th of December will not be dispatched until we return on the 5th of January.  Thank you for your continued support throughout 2020, we wouldnt be here without you! ",5.0,0.0,1,United Kingdom,7,valentines card
112,"You are my favourite Card. Fun Love card, valentines card, anniversary card or wedding day card",130,0,5,530,3.25,1,"3,132",5,"Celebrate someone special with this fun You are my favourite card. Made up of of fun paper-cut typography with a little red heart and scalloped edge. The card is perfect for a valentines card, engagement card, anniversary card, wedding day card, or just any day you want to tell someone special that",3.0,0.0,1,United Kingdom,1,valentines card
113,"I'm glad you turned me lesbian - Funny, Rude, Offensive, Lesbian, Novelty Valentines Card",95,0,4.5,46,3.49,1,"38,637",0,"We will be closed from the 16th of December 2020 until the 5th of January 2021. Any orders placed after the 16th of December will not be dispatched until we return on the 5th of January.  Thank you for your continued support throughout 2020, we wouldnt be here without you! ",5.0,0.0,1,United Kingdom,7,valentines card
114,Pop Up 3D Koala Mother's Day Greeting Card! Birthday Valentines Card. PopUp Love Australia Heart Handmade Mother’s Mum Day,17,0,5,350,3.87,1,"2,108",3,I made this popup card for all of those people who love koalas. As the card is opened the cute koala pops out of the page and gives you a heart. Ideally for Mothers Day or the one you love.  A video of the card can be found on my twitter account @colinroytodd and Instagram account,,1.3,1,United Kingdom,3,valentines card
115,Cute Bee Card | Valentines Card | Valentine Card | Anniversary Card | Love Card,102,0,5,848,3.99,1,420,12,"Valentines card reads Im glad you turned me lesbian. Makes for an ideal Valentines or birthday card, an LGBT birthday card, lesbian birthday card, LGBT Valentines card or lesbian Valentines card.  🗂️ ABOUT THIS CARD 🗂️ - This card is sized 5 x 7 - Blank inside (Weve created the humour so its now up",2.0,0.0,1,United Kingdom,2,valentines card
116,Valentines card - Koala love card - Charity card - Animal Valentines - Koala Kisses - Animal Anniversary card - Recycled card,120,0,5,246,2.80,1,"1,071",0,Koala kisses!  - 20% of sales of this card will be donated to Australian Animal charity WIRES. - To help aid them in rescuing and caring for Australian Wildlife in the disastrous wildfires that are spreading across Australia.   PRODUCT DETAILS:  Comes with a brown envelope ( as shown in the,,1.05,1,United Kingdom,9,valentines card
117,"Farting Spoons! Funny Valentines Card, Card for Him, Card for Her",6,0,5,210,2.65,1,"3,678",2,"Do you know someone whos cuter than a bees bum?  Perfect for Valentines, an anniversary or just to tell someone how cute you think they are.  Taken from a hand painted watercolour design in soft blacks and honey coloured yellows its good enough to frame!  Printed onto FSC approved, ivory card using",2.0,0.99,0,United Kingdom,5,valentines card
118,"Dog Valentines Card, Whippet Card",96,0,5,390,3.50,1,"2,128",0,⭐ BLACK FRIDAY SALE ⭐ ENJOY 10% OFF ⭐ SALE ENDS MONDAY ⭐   Funny Sorry for farting on your willy when we spoon? greetings card.  Would make the perfect Valentines day card!  Product Details  • Printed on superb quality thick 350gsm silk coated card with the dimensions of 15cm x 15cm. • Blank inside,2.0,0.0,1,United Kingdom,1,valentines card
119,"Gothic Valentines Card, Coffin Shaped",113,0,5,728,2.70,1,"1,869",0, High quality print onto 350 gsm Cocoon Recycled card - 5 x 7 inch (12.7 x 17.7 cms) with a high quality white envelope - Packed in a cellophane wrap - made from 100% biodegradable material - please reuse it if you can! (I am phasing these out and replacing with the stripey bags in the photos to be,3.0,0.0,1,United Kingdom,9,valentines card
120,Funny Husband Card - Anniversary Card - Love Card - Funny Boyfriend Card - Card For Him - Card For Husband - Funny Cards - Birthday Cards,34,0,5,"4,308",3.50,1,"23,664",0,"Hairy And Farty - Funny Handmade Anniversary Love Card  Funny hand made cards that are perfect for Valentines Day, Birthday or an Anniversary. Your boyfriend, girlfriend, husband, wife, fiancé, fiancée or pet Llama are sure to love this cute design from our Roses Are Red greeting cards collection. ",,0.7,1,United Kingdom,4,valentines card
121,"valentines day cards fiance, Romantic valentine card heart, valentines day card girlfriend, love card, wife valentines card for her",67,0,5,"1,231",3.15,1,"2,225",0,* international orders will not arrive in time for Valentine’s Day so please do not order if you need it by the 14th of February  Custom coffin shaped greetings card Card is roughly 6 inches tall and 3.5 inches across at its widest point  Available in black or red Printed with high quality matte,,0.8,1,United Kingdom,2,valentines card
122,Love card / Animal pun / Valentines card / You Octopi My Heart,47,0,5,181,2.75,1,"1,486",0,"A one of a kind design, created by me as digital art and printed on quality recycled white card with accompanying Kraft envelope. POSTING: Posted in a board backed envelope. INSIDE: Blank inside for your own message  DIMENSIONS: A6 when Folded (104x147mm)  CARD & THICKNESS: 350gsm. Recycled",2.0,0.85,1,United Kingdom,9,valentines card
123,Personalised Valentines/Engagement/Anniversary/Celebration Card,49,0,5,460,5.50,1,"8,429",0,"Please see photos for estimated delivery times to save disappointment.  I met you, I liked you, I loved you, Im keeping you.  LISTING INCLUDES: 1 card on a choice of white or kraft 300gsm card stock measuring 13.5cm square matching envelope.  PACKAGING: All cards are packed in cellophane and sent in",,0.0,1,United Kingdom,4,valentines card
124,"valentines card cat, Funny Love Card, anniversary cards. i love you card, Card for boyfriend, card for husband, card for him, FL43",114,0,5,"5,295",2.50,1,"77,589",0, Card details Unique design and Illustrated by WITHPUNS. Printed onto smooth white paper (300gsm). Blank inside for your own personal message. Size C6 when folded - approx 150mm*105mm. Supplied with a 100% recyclable envelope. Made in the U.K. - Card deals Buying more than one card and you can save,5.0,1.0,1,United Kingdom,2,valentines card
125,Funny farting valentines card for him funny heart card for her boyfriend card for him funny joke anniversary card humour birthday card NC98,75,0,5,177,3.50,1,"3,049",0,Handpainted Valentines/Engagement/Anniversary/ Card (Couple) and the words BE MINE - feel free to message me with alternate wording!  Pop in a frame and keep forever too! Card is 5 inch by 5 inch and supplied with an envelop. Cards are left blank inside for your own message. Please message me your,,1.0,0,United Kingdom,5,valentines card
126,Penguin Valentines Card / Personalised Romantic Valentine's Day card with names / Love cards / You are my penguin,46,0,5,"1,009",4.41,1,"12,431",0,"My Penguin Valentines Card Valentines Day is coming. Celebrate Valentines with this customized card. High quality, stylish and elegant! A warm smile will appear on everyones face who receive your special Valentines Day card. Our cards are printed on 255 gsm of high-quality paper.  This card comes",6.0,0.9,1,United Kingdom,1,valentines card
127,"Love Card, Valentine’s Day Card Anniversary Card, 3rd Anniversary, Valentines Card, Engraved Leather Card for Him for Her Anniversary Cards",131,0,5,909,4.64,1,"1,695",0,"The perfect funny rude card to send to a girlfriend, boyfriend, wife, husband, fiance, fiancee (who have a sense of humour) on Valentines Day, special anniversary or birthday. At Naughty Corner Designs we love to create cards that are slightly risqué, that stand out from all other occasion cards and",2.0,0.0,0,United Kingdom,9,valentines card
128,SALE: Lost Without You Valentine's Day Card - Anniversary Card - Valentines Card - CC191 D/C,80,0,5,"10,556",0.85,1,"4,236",3,"Love, hand stamped leather card. Vegetable tanned leather off cuts and acrylic paint. The tag is detachable, can be used as an ornament or attached to a keyring. Inside of card Blank  Brown kraft card stock 280 gsm Size: C6 (4” x 5.7”) Brown envelope 120gsm  Shipped in hardback envelope.",,0.0,1,United Kingdom,8,valentines card
129,Together Forever - Illustrated Card - Blank Card - Anniversary Card - Alternative Valentines Card,121,0,5,"1,371",3.60,1,"70,242",14,"This simple and bold hand lettered romantic card is perfect for Valentines Day with the message Id be lost without you.  This romantic and fun greeting card would also be perfect for weddings, anniversaries or engagements. Each card is packaged in a protective envelope to ensure your card arrives in",,0.95,1,United Kingdom,1,valentines card
130,Stitched Valentine's Card,94,1,5,348,1.98,1,"1,421",0,Happy Valentines Day! This card is so cute and the beauty of it is that you can do a little DIY to it! Feel free to take some sting and follow the printed stitches with real ones to get that extra POP,,,0,,1,valentines card
131,Valentines Day - Printable Fortune Cookie Valentine - Classroom Valentines - Non Candy,60,1,5,"1,527",3.77,1,515,20,"Yoda Best Husband Star Wars Birthday Card Christmas Anniversary Valentines Mandalorian Love Family Bday Greeting Comedy Funny Humour  6x6 inches white premium matte card Choice of white, brown kraft, green or red envelope Left blank inside for your own personalised message  We try our best get all",3.0,1.0,1,United Kingdom,5,valentines card
132,Yoda Best Husband Star Wars Birthday Card Christmas Card Anniversary Valentines Mandalorian Love Family Greeting Funny Humour Gift for Him,129,1,5,13,2.20,1,"16,732",0,"Valentines Day - Printable Fortune Cookie Valentine - Classroom Valentines - Non Candy    INSTANT DOWNLOAD: So fortunate to have you as a friend! This delightful treat topper style Valentine is sure to be a hit for any classroom, especially paired with a fortune cookie! This Valentine when folded",,,0,,3,valentines card
133,LOVE YOU card | Anniversary | VALENTINES | I love you card | special person,50,1,5,24,3.14,1,151,12,"This is a card for someone you love or really blumin like a lot. Maybe Valentines, maybe Anniversary, maybe just a special moment to let them know what they mean to you. Blank on the inside. I dont want to cramp your style...  Printed on FSC AND RECYCLED paper. We are responsible for where we source",,0.0,0,United Kingdom,2,valentines card
